,Timestamp,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
186,24/11/2020 12:40:25,31,Male,Berlin,Data Scientist,10.0,5.0,Lead,Python ,"Kubernetes, Docker",115000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
187,24/11/2020 12:41:45,46,Male,Munich,Scrum Master,12.0,8.0,Senior,Agile,"C/C++, PHP, .NET, SQL",85000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
188,24/11/2020 12:44:38,26,Male,Berlin,Mobile Developer,6.0,2.0,Senior,Kotlin,"Kotlin, Java / Scala",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
189,24/11/2020 12:44:58,31,Male,Mannheim ,Firmware Engineer,10.0,3.0,Senior,C,"Python, C/C++",45000.0,30.0,full-time,Temporary contract,English,11-50,Product,Yes
190,24/11/2020 12:47:46,31,Male,Munich,Frontend Developer,12.0,1.5,Lead,"TypeScript, JavaScript","Javascript / Typescript, Docker",85000.0,29.0,full-time,Unlimited contract,English,11-50,Startup,No
191,24/11/2020 12:48:17,30,Female,Berlin,QA Engineer,5.0,3.0,Middle,Python ,"Python, Kubernetes, Docker, Ansible",50000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No
192,24/11/2020 12:50:06,35,Male,Munich,Software Engineer,13.0,4.0,Lead,Pegasystems platform ,"C/C++, Javascript / Typescript, Java / Scala, SQL, Docker",140000.0,28.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
193,24/11/2020 12:51:24,33,Male,Berlin,Software Engineer,12.0,5.0,Senior,Javascript,"PHP, Javascript / Typescript, SQL, Docker",120000.0,28.0,freelancer,Temporary contract,English,101-1000,Product,No
194,24/11/2020 12:52:56,36,Male,Berlin,Software Engineer,7.0,5.0,Middle,"C++, Java, Embedded C","Python, C/C++, .NET, Java / Scala",42000.0,25.0,full-time,Unlimited contract,English,up to 10,Product,No
195,24/11/2020 12:54:46,36,Male,Munich,Solutions Architect,12.0,5.0,Lead,Cloud,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",105000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
198,24/11/2020 12:55:58,35,Female,Berlin,Software Engineer,15.0,6.0,Senior,C#,.NET,76000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
199,24/11/2020 12:58:38,32,Male,Munich,Fullstack Developer,9.0,2.0,Senior,Java,"Javascript / Typescript, Kubernetes, Docker, Angular",70000.0,26.0,full-time,Unlimited contract,English,11-50,Product,No
200,24/11/2020 12:59:10,29,Male,Berlin,Software Engineer,8.0,2.0,Senior,Go,"Python, Javascript / Typescript, Go",70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
201,24/11/2020 13:00:56,30,Male,Rosenheim,Software Engineer,9.0,5.0,Middle,Java,"Javascript / Typescript, SQL",63000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No
202,24/11/2020 13:01:17,35,Male,Berlin,ML Engineer,10.0,2.0,Lead,Scala,"Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
203,24/11/2020 13:02:04,29,Male,Berlin,Software Engineer,7.0,5.0,Senior,Python,Javascript / Typescript,64000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
205,24/11/2020 13:05:30,30,Female,Munich,Mobile Developer,10.0,3.5,Senior,Swift,"Kotlin, Javascript / Typescript",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
207,24/11/2020 13:07:04,43,Male,Berlin,Software Engineer,20.0,4.0,Senior,Python,"SQL, AWS, Docker",79000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
208,24/11/2020 13:07:24,38,Male,Berlin,Software Engineer,16.0,1.0,Senior,Python,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
209,24/11/2020 13:09:38,26,Male,Berlin,Software Engineer,5.0,2.0,Middle,Scala,"Java / Scala, SQL, Google Cloud, Docker",63000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
211,24/11/2020 13:11:21,34,Male,Munich,Software Engineer,12.0,5.0,Lead,python,"Python, Javascript / Typescript, SQL, AWS, Docker",95000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
213,24/11/2020 13:14:33,27,Male,Berlin,Backend Developer,5.0,1.0,Middle,Java,"AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
214,24/11/2020 13:16:52,30,Male,Berlin,Mobile Developer,3.0,2.0,Senior,Swift,"Kotlin, .NET, Java / Scala, Dart",58000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
215,24/11/2020 13:21:22,34,Male,Berlin,Data Scientist,5.0,5.0,Middle,Python,"C/C++, SQL, AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
216,24/11/2020 13:23:32,36,Female,Berlin,QA Engineer,14.0,7.0,Lead,Java,Kotlin,69000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
217,24/11/2020 13:25:44,27,Male,Berlin,Backend Developer,5.0,1.0,Middle,Java,"AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
218,24/11/2020 13:25:57,45,Male,Berlin,Mobile Developer,10.0,4.0,Lead,SWIFT,"Swift, Javascript / Typescript, Java / Scala, Google Cloud",77000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
219,24/11/2020 13:29:21,35,Male,Berlin,Backend Developer,6.0,2.0,Senior,"Java, angular, Aws","Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",74000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
220,24/11/2020 13:32:34,36,Male,Berlin,Engineering Manager,7.0,1.0,Lead,"Swift, objective-c","Kotlin, Swift, Go, AWS, Kubernetes, Docker",80000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
221,24/11/2020 13:33:08,32,Male,Stuttgart,QA Engineer,9.0,9.0,Senior,Java,"R, SQL, Perl, Docker",60000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
222,24/11/2020 13:35:41,33,Male,Boeblingen,DevOps,14.0,4.0,Senior,Golang,"Python, Javascript / Typescript, SQL, Go, Perl, Google Cloud, Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
223,24/11/2020 13:36:54,30,Male,Berlin,Backend Developer,10.0,2.0,Middle,PHP,"Kotlin, Java / Scala, SQL, AWS, Docker",56000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
224,24/11/2020 13:37:05,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,go,"PHP, Javascript / Typescript, Perl, AWS, Kubernetes, Docker",70000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,Yes
225,24/11/2020 13:37:57,24,Male,Boeblingen,C/C++/Java developer,0.8,0.8,Junior,Java,C/C++,48000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
226,24/11/2020 13:40:28,25,Male,Stuttgart,Backend Developer,4.0,2.0,Middle,Java,"Javascript / Typescript, .NET",60000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
227,24/11/2020 13:40:53,29,Male,Berlin,Mobile Developer,8.0,4.0,Senior,Kotlin,"Kotlin, Javascript / Typescript, Dart",65000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
228,24/11/2020 13:41:26,32,Male,Berlin,DevOps Manager,10.0,3.0,Lead,DevOps,"Python, AWS, Azure, Kubernetes, Docker",100000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
229,24/11/2020 13:42:43,32,Male,Düsseldorf,Software Engineer,11.0,7.0,Senior,.net,"Javascript / Typescript, Java / Scala, Go",60000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
230,24/11/2020 13:50:23,24,Male,Munich,Software Engineer,3.0,2.0,Middle,Node.js,"Swift, Javascript / Typescript, Go, AWS, Kubernetes, Docker",58000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
231,24/11/2020 13:51:23,24,Female,Stuttgart,Software Engineer,2.0,1.0,Middle,iOS,"Swift, Flutter",55200.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
232,24/11/2020 13:53:01,56,Male,Ingolstadt,Software Engineer,9.0,9.0,Senior,R,"R, SQL",75000.0,30.0,full-time,Temporary contract,German,1000+,Product,No
234,24/11/2020 13:55:19,25,Male,Munich,ML Engineer,1.0,1.0,Middle,Python,"Python, C/C++, Swift, Matlab ",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
236,24/11/2020 13:55:55,28,Male,Stuttgart,Software Engineer,8.0,1.0,Senior,C++,Python,67200.0,30.0,full-time,Unlimited contract,English,1000+,Outsorce,No
237,24/11/2020 13:56:32,32,Male,Berlin,Backend Developer,8.516129032258064,3.0,Senior,Ruby,"Javascript / Typescript, Go, AWS, Docker",72000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
239,24/11/2020 14:00:19,26,Female,Berlin,Software Engineer,6.0,4.0,Senior,.NET,".NET, SQL, Azure, Docker",65000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
240,24/11/2020 14:01:01,31,Female,Stuttgart,Data Scientist,4.0,2.0,Middle,R,"Python, R, Azure",65000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
241,24/11/2020 14:02:22,31,Male,Munich,Software Engineer,9.0,1.0,Middle,C++,Java / Scala,92500.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
243,24/11/2020 14:03:07,33,Male,Munich,Backend Developer,15.0,3.0,Lead,Scala,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
244,24/11/2020 14:04:28,26,Male,Munich,ML Engineer,1.5,1.5,Junior,Python,"C/C++, PyTorch",58000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
245,24/11/2020 14:06:46,30,Female,Frankfurt,QA Engineer,6.0,4.0,Senior,Bash,"Python, Java / Scala, SQL, AWS, Azure",70000.0,30.0,full-time,Unlimited contract,German,1000+,Bank ,No
246,24/11/2020 14:07:23,34,Male,Berlin,Software Engineer,14.0,5.0,Senior,C#,"Javascript / Typescript, .NET, SQL, AWS, Docker",72000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
247,24/11/2020 14:07:23,37,Male,Berlin,Team Lead,12.0,10.0,Head,Python,"Python, PHP, Javascript / Typescript, SQL, Docker",90000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
251,24/11/2020 14:17:20,31,Male,Berlin,QA Engineer,10.0,5.0,Senior,nothing,Python,60000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
253,24/11/2020 14:24:07,39,Male,Munich,BI IT Consultant,5.0,5.0,Middle,"Qlik BI Tool, SQL","Javascript / Typescript, SQL",56000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
256,24/11/2020 14:28:35,29,Male,Munich,Backend Developer,8.0,4.0,Senior,Java,SQL,95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
257,24/11/2020 14:29:49,36,Male,Nürnberg,Frontend Developer,1.0,0.5,Junior,Javascript,"PHP, SQL",37500.0,28.0,full-time,Temporary contract,German,up to 10,Startup,Yes
258,24/11/2020 14:30:08,33,Male,Berlin,iOS Developer,10.0,2.0,Middle,Swift,"Ruby, Objective C",67000.0,29.0,full-time,Unlimited contract,English,1000+,Product,No
262,24/11/2020 14:34:18,37,Male,Berlin,Cloud Engineer,15.0,3.0,Senior,Cloud,"Python, .NET, Azure, Kubernetes, Docker",72000.0,36.0,full-time,Unlimited contract,English,1000+,Product,Yes
264,24/11/2020 14:34:38,30,Male,Ansbach,Software Engineer,4.0,3.0,Junior,PHP,Javascript / Typescript,42000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
265,24/11/2020 14:37:11,34,Male,Munich,Solutions architect,14.0,6.0,Head,Blockchain,"Python, Kotlin, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",95000.0,24.0,full-time,Unlimited contract,English,101-1000,Startup,No
267,24/11/2020 14:38:11,43,Male,Berlin,Backend Developer,5.0,1.5,Middle,Java,Kotlin,64000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
269,24/11/2020 14:42:18,34,Male,Leipzig,Mobile Developer,14.0,2.0,Senior,Android,"Kotlin, Java / Scala, Azure",60000.0,23.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
270,24/11/2020 14:47:18,29,Male,Berlin,Backend Developer,9.0,5.0,Senior,Java,"Kotlin, SQL, Azure, Kubernetes, Docker, Mongo",85000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
271,24/11/2020 14:49:06,37,Male,Berlin,Frontend Developer,14.0,5.0,Senior,Angular,"Javascript / Typescript, Azure, Kubernetes, GraphQL",84000.0,30.0,full-time,Unlimited contract,English,1000+,IT Department of established business,No
272,24/11/2020 14:49:52,41,Male,Munich,Senior Program Manager,19.0,5.0,Senior,Autonomous Driving,C/C++,123600.0,33.0,full-time,Unlimited contract,English,101-1000,Product,No
273,24/11/2020 14:52:12,33,Male,Mannheim,Software Engineer,6.0,2.0,Middle,c#,.NET,49000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
275,24/11/2020 14:56:33,40,Male,Munich,QA Engineer,18.0,14.0,Lead,Java,"SQL, AWS, Kubernetes, Docker, Groovy",78000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
276,24/11/2020 14:58:11,38,Male,Munich,Backend Developer,12.0,12.0,Senior,Java,"PHP, Javascript / Typescript, SQL",70000.0,30.0,full-time,Unlimited contract,German,101-1000,Telecommunications,No
278,24/11/2020 15:04:23,27,Male,Berlin,Backend Developer,7.0,0.0,Senior,go,"SQL, Go, AWS, Kubernetes, Docker",72000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
283,24/11/2020 15:09:28,38,Male,Munich,ML Engineer,10.0,3.0,Lead,Python,"SQL, AWS, Azure, Kubernetes, Docker",92000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
284,24/11/2020 15:10:18,42,Male,Berlin,ML Engineer,20.0,20.0,Senior,Python,"Java / Scala, SQL, AWS, Google Cloud, Azure, Docker",80000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
286,24/11/2020 15:17:34,38,Male,Hamburg,Software Engineer,12.0,6.0,Senior,Java,"Python, Java / Scala, AWS, Docker",73000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
288,24/11/2020 15:21:19,30,Male,Berlin,Software Engineer,11.0,2.0,Senior,Kotlin,"Kotlin, .NET, SQL, AWS",55000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
289,24/11/2020 15:22:10,32,Male,Berlin,Software Engineer,9.0,5.0,Lead,JavaScript,"Javascript / Typescript, Ruby, AWS, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
290,24/11/2020 15:27:01,41,Male,Munich,Backend Developer,21.0,3.0,Senior,Java,"Kubernetes, Docker",80000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
291,24/11/2020 15:28:50,34,Male,Berlin,Security Engineer,10.0,4.0,Senior,python,"Javascript / Typescript, AWS, Kubernetes",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
292,24/11/2020 15:31:46,45,Male,Berlin,Software Engineer,25.0,20.0,Lead,c++,"Python, C/C++, Javascript / Typescript, Ruby, .NET, Java / Scala, SQL, Go, AWS, Kubernetes",75000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
293,24/11/2020 15:32:59,34,Male,Berlin,DevOps,6.0,6.0,Middle,"Java, terraform","Python, Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",62000.0,28.0,full-time,Unlimited contract,German,1000+,Media,No
294,24/11/2020 15:37:24,25,Male,Stuttgart,Backend Developer,7.0,1.0,Senior,PHP,"Python, PHP, Javascript / Typescript, SQL",60000.0,26.0,full-time,Unlimited contract,English,11-50,Startup,Yes
295,24/11/2020 15:38:09,32,Male,Berlin,Software Engineer,12.0,1.5,Senior,iOS,"Swift, objective-c",66800.0,25.0,full-time,Unlimited contract,English,51-100,Product,No
296,24/11/2020 15:39:13,65,Male,Berlin,Software Engineer,25.0,25.0,Senior,"Pascal, VB.NET, C#",".NET, SQL",55000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No
297,24/11/2020 15:41:16,33,Male,Munich,Business Analyst,10.0,4.0,Senior,Java,SQL,70000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
298,24/11/2020 15:41:45,34,Male,Berlin,ML Engineer,12.0,3.0,Senior,Python,"Python, SQL, Google Cloud, Kubernetes, Docker",90000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
299,24/11/2020 15:42:31,28,Male,Berlin,Backend Developer,7.0,1.0,Senior,PHP,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
301,24/11/2020 15:56:31,39,Male,Munich,DBA,17.0,5.0,Senior,Oracle,SQL,64000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
302,24/11/2020 15:59:02,30,Male,Berlin,Backend Developer,7.0,2.0,Senior,Ruby,"Javascript / Typescript, SQL, Go, AWS, Docker",72000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
303,24/11/2020 15:59:17,34,Male,Berlin,DevOps,12.0,2.0,Senior,Java,"Go, AWS, Kubernetes, Docker",70000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
304,24/11/2020 16:02:11,35,Male,Berlin,Support Engineer,10.0,4.0,Senior,PHP,"SQL, AWS, Docker",63500.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
305,24/11/2020 16:03:27,35,Female,Berlin,Frontend Developer,12.0,5.0,Middle,Javascript ,"AWS, Docker",70000.0,29.0,full-time,Unlimited contract,English,101-1000,E-commerce,No
306,24/11/2020 16:05:55,34,Male,Berlin,Frontend Developer,10.0,3.0,Senior,"Angular, React","Python, Javascript / Typescript, Docker",68000.0,40.0,full-time,Unlimited contract,English,11-50,Startup,No
307,24/11/2020 16:06:53,34,Male,Berlin,Software Engineer,12.0,2.0,Lead,.net,"Javascript / Typescript, .NET, SQL, Azure",78000.0,36.0,full-time,Unlimited contract,German,1000+,Product,No
309,24/11/2020 16:15:34,38,Male,Berlin,Software Engineer,13.0,6.0,Lead,Java,Kotlin,89570.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
310,24/11/2020 16:16:41,34,Female,Berlin,Software Engineer,9.0,3.0,Senior,Kotlin,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",78000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
311,24/11/2020 16:20:42,31,Male,Berlin,Mobile Developer,7.0,3.5,Senior,iOS,Swift,80000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
312,24/11/2020 16:26:30,34,Male,Berlin,Backend Developer,15.0,5.0,Senior,Elixir,"Javascript / Typescript, Ruby, SQL, Google Cloud, Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
313,24/11/2020 16:34:40,29,Female,Munich,Software Engineer,5.0,4.0,Middle,"NodeJS, Typescript, AWS","Javascript / Typescript, Java / Scala, AWS",67000.0,31.0,full-time,Unlimited contract,English,101-1000,Product,No
314,24/11/2020 16:35:30,37,Male,Berlin,Software Engineer,15.0,3.0,Senior,Scala,"Python, Java / Scala, Docker",85000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
315,24/11/2020 16:42:53,44,Male,Stuttgart,Software Engineer,22.0,3.0,Senior,Erlang,"Python, SQL, Docker",76000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No
316,24/11/2020 16:56:17,30,Male,Munich,Frontend Developer,9.0,3.0,Middle,TypeScript,"Javascript / Typescript, Kubernetes",66000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
317,24/11/2020 17:01:00,26,Male,Frankfurt,Consultant,4.0,4.0,Middle,JavaScript,"Python, Javascript / Typescript",65000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
319,24/11/2020 17:04:09,46,Male,Berlin,Software Engineer,14.0,14.0,Senior,JavaScript,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,30.0,full-time,Unlimited contract,English,51-100,Product,Yes
321,24/11/2020 17:08:51,27,Male,Tuttlingen,Software Engineer,4.0,4.0,Junior,C#,.NET,46000.0,30.0,full-time,Unlimited contract,German,up to 10,Product,No
322,24/11/2020 17:12:18,38,Male,Stuttgart,Software Engineer,15.0,8.0,Senior,C#,.NET,56400.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
323,24/11/2020 17:21:09,32,Male,Munich,Backend Developer,11.0,3.5,Senior,PHP,"PHP, Javascript / Typescript, Java / Scala, Docker",81200.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
326,24/11/2020 17:27:43,29,Male,Berlin,Software Engineer,12.0,3.0,Senior,Go,"PHP, Go",75000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
327,24/11/2020 17:28:01,32,Male,Nürnberg,Testautomation,8.0,2.0,Senior,"Java, JS","Javascript / Typescript, Java / Scala",60000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,Yes
328,24/11/2020 17:29:12,29,Male,Bonn,Mobile Developer,5.0,2.0,Middle,Objective-C,Swift,55000.0,24.0,full-time,Unlimited contract,English,11-50,Product,No
329,24/11/2020 17:29:25,33,Male,Hamburg,Software Engineer,10.0,3.0,Senior,Ruby,Elixir,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
